Müsteri ID;Ya?;Cinsiyet;Medeni Durum;Istihdam Durumu;Meslek;Gelir;Mevcut Borclar;Kredi Skoru;Odeme Gecmisi;Kredi Turleri;Basvuru Miktari;Onay Durumu;Aylik Harcamalar;Is Yerinde Kalma Süresi;Yasad??? Bolge;Ev Sahipligi;Sigorta Durumu;Aile Uyeleri ve Bagimlilar;Finansal Danismanlik Hizmeti Kullanimi;Kredi Talep Tipi
MUST-425174;45;kadin;evli;Tam Zamanli;Proje Yoneticisi;90.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;10 Y?l ve Üzeri;Konya;ev sahibi;Sigortali;5;Kullaniyor Degil;?lk Basvuru
MUST-631881;45;erkek;bekar;Yar? Zamanli;Veri Analisti;70.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;0-1 Y?l;Eskisehir;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-348474;37;erkek;bekar;Tam Zamanli;?s Analisti;70.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;5-10 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-140073;36;kadin;bekar;Yar? Zamanli;Siber Guvenlik Uzman?;60.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;5-10 Y?l;Eskisehir;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-796426;43;erkek;evli;Yar? Zamanli;Web Gelistirici;60.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;1-3 Y?l;Manisa;kira;Sigortali;4;Kullaniyor Degil;Ek Kredi Talebi
MUST-488788;47;erkek;evli;Tam Zamanli;E-ticaret Yoneticisi;90.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;0-1 Y?l;Bursa;ev sahibi;Sigortasiz;5;Kullaniyor;Yeniden Yapilandirma
MUST-953567;45;kadin;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Eskisehir;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-651638;38;erkek;bekar;Yar? Zamanli;Mudur (Yonetici);90.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;1-3 Y?l;Ankara;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-425822;37;erkek;evli;Tam Zamanli;Hekim (Doktor);70.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Kayseri;ev sahibi;Sigortasiz;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-246877;47;erkek;bekar;Yar? Zamanli;urun Yoneticisi;90.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;5-10 Y?l;Kayseri;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-375177;46;erkek;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;10 Y?l ve Üzeri;Gaziantep;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-107923;47;kadin;bekar;Yar? Zamanli;Elektrik Muhendisi;50.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;0-1 Y?l;Sanl?urfa;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-464383;36;erkek;evli;Tam Zamanli;Yazilim Mühendisi;70.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;10 Y?l ve Üzeri;Eskisehir;ev sahibi;Sigortasiz;5;Kullaniyor Degil;Ek Kredi Talebi
MUST-437646;50;erkek;bekar;Yar? Zamanli;Yazilim Geli?tirici;80.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;3-5 Y?l;Istanbul;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-968136;50;erkek;evli;Yar? Zamanli;E-ticaret Yoneticisi;90.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Izmir;ev sahibi;Sigortali;2;Kullaniyor Degil;Ek Kredi Talebi
MUST-113480;43;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;10 Y?l ve Üzeri;Trabzon;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-849114;38;kadin;bekar;Tam Zamanli;Web Gelistirici;60.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Trabzon;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-984947;43;erkek;bekar;Tam Zamanli;Makine Mühendisi;70.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;10 Y?l ve Üzeri;Ankara;kira;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-950904;49;erkek;evli;Yar? Zamanli;Yazilim Geli?tirici;50.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Ankara;ev sahibi;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-730924;41;erkek;evli;Tam Zamanli;Makine Mühendisi;50.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;5-10 Y?l;Gaziantep;ev sahibi;Sigortali;3;Kullaniyor;?lk Basvuru
MUST-632504;37;kadin;evli;Yar? Zamanli;Kendi isini Yapan (Girisimci);80.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;1-3 Y?l;Mersin;ev sahibi;Sigortasiz;2;Kullaniyor;Ek Kredi Talebi
MUST-147112;47;erkek;bekar;Yar? Zamanli;Finansal Danisman;70.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;1-3 Y?l;Sanl?urfa;kira;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-547776;49;erkek;bekar;Tam Zamanli;Arastirma Gorevlisi;90.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;0-1 Y?l;Eskisehir;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-553658;48;kadin;evli;Tam Zamanli;icerik ureticisi;50.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;3-5 Y?l;Kayseri;kira;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-671873;41;kadin;evli;Tam Zamanli;Grafik Tasarimci;90.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;10 Y?l ve Üzeri;Antalya;ev sahibi;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-599368;49;erkek;bekar;Tam Zamanli;Grafik Tasarimci;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;0-1 Y?l;Sanl?urfa;kira;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-148640;47;kadin;evli;Tam Zamanli;Arastirma Gorevlisi;50.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;5-10 Y?l;Adana;kira;Sigortali;3;Kullaniyor;Ek Kredi Talebi
MUST-626079;40;erkek;evli;Yar? Zamanli;Proje Yoneticisi;80.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;3-5 Y?l;Ankara;ev sahibi;Sigortasiz;2;Kullaniyor Degil;Yeniden Yapilandirma
MUST-900195;49;kadin;evli;Tam Zamanli;Kendi isini Yapan (Girisimci);80.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;10 Y?l ve Üzeri;Gaziantep;ev sahibi;Sigortali;1;Kullaniyor Degil;?lk Basvuru
MUST-857777;45;erkek;bekar;Tam Zamanli;E-ticaret Yoneticisi;80.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;0-1 Y?l;Istanbul;kira;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-741304;42;kadin;bekar;Tam Zamanli;Pazarlama Muduru;60.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;1-3 Y?l;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-539078;43;kadin;bekar;Tam Zamanli;Sosyal Medya Yöneticisi;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Konya;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-848132;44;erkek;evli;Yar? Zamanli;Grafik Tasarimci;50.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Istanbul;ev sahibi;Sigortali;4;Kullaniyor;Yeniden Yapilandirma
MUST-251960;45;erkek;bekar;Tam Zamanli;Makine Mühendisi;50.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Sanl?urfa;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-438803;47;kadin;bekar;Yar? Zamanli;Yazilim Geli?tirici;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;0-1 Y?l;Kayseri;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-990894;45;kadin;evli;Yar? Zamanli;Mudur (Yonetici);50.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;0-1 Y?l;Konya;kira;Sigortasiz;2;Kullaniyor Degil;?lk Basvuru
MUST-983704;39;kadin;bekar;Tam Zamanli;Yazilim Geli?tirici;90.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;10 Y?l ve Üzeri;Mersin;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-716206;37;kadin;bekar;Tam Zamanli;Siber Guvenlik Uzman?;70.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;10 Y?l ve Üzeri;Bursa;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-823742;36;kadin;evli;Tam Zamanli;Urun yoneticisi;70.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Samsun;ev sahibi;Sigortasiz;4;Kullaniyor;?lk Basvuru
MUST-266192;36;kadin;evli;Yar? Zamanli;urun Yoneticisi;90.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;10 Y?l ve Üzeri;Mersin;ev sahibi;Sigortasiz;3;Kullaniyor Degil;?lk Basvuru
MUST-528749;37;erkek;bekar;Tam Zamanli;?s Analisti;90.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;3-5 Y?l;Gaziantep;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-299904;49;kadin;bekar;Tam Zamanli;icerik ureticisi;70.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;0-1 Y?l;Ankara;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-700275;44;kadin;bekar;Tam Zamanli;Sosyal Medya Yöneticisi;70.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;0-1 Y?l;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-631187;37;erkek;bekar;Yar? Zamanli;Web Gelistirici;80.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;5-10 Y?l;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-517420;38;erkek;bekar;Yar? Zamanli;Grafik Tasarimci;80.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;3-5 Y?l;Mersin;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-804717;40;kadin;bekar;Tam Zamanli;icerik ureticisi;70.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;10 Y?l ve Üzeri;Manisa;kira;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-204024;37;kadin;evli;Tam Zamanli;E-ticaret Yoneticisi;50.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;5-10 Y?l;Adana;ev sahibi;Sigortasiz;5;Kullaniyor Degil;Ek Kredi Talebi
MUST-671032;44;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;5-10 Y?l;Bursa;kira;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-172115;49;erkek;evli;Tam Zamanli;Finansal Analist;80.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;5-10 Y?l;Samsun;kira;Sigortali;4;Kullaniyor;Yeniden Yapilandirma
MUST-206774;40;kadin;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;5-10 Y?l;Adana;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-841815;50;kadin;evli;Yar? Zamanli;Kendi isini Yapan (Girisimci);50.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;10 Y?l ve Üzeri;Samsun;kira;Sigortasiz;2;Kullaniyor Degil;Ek Kredi Talebi
MUST-654603;44;erkek;bekar;Yar? Zamanli;?s Analisti;50.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;1-3 Y?l;Izmir;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-294289;36;kadin;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;50.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;3-5 Y?l;Adana;kira;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-946508;47;kadin;evli;Tam Zamanli;icerik ureticisi;70.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;1-3 Y?l;Ankara;ev sahibi;Sigortali;4;Kullaniyor Degil;Ek Kredi Talebi
MUST-860647;42;kadin;bekar;Yar? Zamanli;Web Gelistirici;70.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;3-5 Y?l;Mersin;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-630824;39;erkek;evli;Yar? Zamanli;Urun yoneticisi;90.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;1-3 Y?l;Izmir;ev sahibi;Sigortali;5;Kullaniyor Degil;?lk Basvuru
MUST-363711;47;erkek;evli;Tam Zamanli;Mudur (Yonetici);90.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;3-5 Y?l;Istanbul;ev sahibi;Sigortasiz;1;Kullaniyor;Yeniden Yapilandirma
MUST-533629;45;kadin;evli;Tam Zamanli;Web Gelistirici;60.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;0-1 Y?l;Istanbul;kira;Sigortali;5;Kullaniyor Degil;?lk Basvuru
MUST-516008;35;kadin;evli;Tam Zamanli;E-ticaret Yoneticisi;70.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;1-3 Y?l;Gaziantep;kira;Sigortasiz;2;Kullaniyor;Yeniden Yapilandirma
MUST-987503;44;erkek;evli;Yar? Zamanli;urun Yoneticisi;50.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;0-1 Y?l;Gaziantep;ev sahibi;Sigortasiz;4;Kullaniyor;Ek Kredi Talebi
MUST-742626;44;kadin;evli;Yar? Zamanli;?s Zekasi (Business Intelligence) Analisti;80.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;5-10 Y?l;Bursa;kira;Sigortali;4;Kullaniyor;?lk Basvuru
MUST-121749;41;kadin;bekar;Tam Zamanli;Proje Yoneticisi;90.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;3-5 Y?l;Gaziantep;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-704595;42;kadin;evli;Tam Zamanli;Saglik Yonetimi Uzmani;50.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;10 Y?l ve Üzeri;Antalya;ev sahibi;Sigortali;5;Kullaniyor Degil;?lk Basvuru
MUST-219507;35;erkek;evli;Tam Zamanli;Yazilim Mühendisi;60.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;1-3 Y?l;Bursa;kira;Sigortali;5;Kullaniyor;Yeniden Yapilandirma
MUST-231692;36;erkek;evli;Tam Zamanli;Pazarlama Muduru;90.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;5-10 Y?l;Konya;kira;Sigortali;4;Kullaniyor;Ek Kredi Talebi
MUST-879847;46;erkek;bekar;Yar? Zamanli;urun Yoneticisi;70.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;5-10 Y?l;Mersin;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-341582;50;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;80.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;5-10 Y?l;Izmir;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-266741;39;kadin;evli;Yar? Zamanli;Sosyal Medya Yöneticisi;50.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;3-5 Y?l;Kayseri;kira;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-665041;40;erkek;bekar;Yar? Zamanli;Urun yoneticisi;50.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;1-3 Y?l;Sanl?urfa;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-362280;43;kadin;evli;Yar? Zamanli;Proje Yoneticisi;70.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Konya;ev sahibi;Sigortasiz;5;Kullaniyor Degil;Ek Kredi Talebi
MUST-478133;49;erkek;bekar;Tam Zamanli;Pazarlama Uzman?;60.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;1-3 Y?l;Kayseri;kira;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-609532;48;erkek;evli;Yar? Zamanli;Finansal Danisman;60.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Kayseri;kira;Sigortali;4;Kullaniyor Degil;Ek Kredi Talebi
MUST-921703;39;kadin;evli;Tam Zamanli;E-ticaret Yoneticisi;80.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;3-5 Y?l;Samsun;kira;Sigortasiz;4;Kullaniyor Degil;?lk Basvuru
MUST-827243;50;erkek;evli;Tam Zamanli;?s Analisti;90.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;5-10 Y?l;Samsun;kira;Sigortali;3;Kullaniyor;?lk Basvuru
MUST-867460;35;erkek;bekar;Tam Zamanli;Finansal Danisman;60.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;3-5 Y?l;Trabzon;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-863217;44;kadin;evli;Tam Zamanli;Pazarlama Uzman?;90.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;10 Y?l ve Üzeri;Gaziantep;ev sahibi;Sigortasiz;4;Kullaniyor;Ek Kredi Talebi
MUST-207395;44;erkek;evli;Tam Zamanli;Makine Mühendisi;80.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;0-1 Y?l;Bursa;kira;Sigortasiz;1;Kullaniyor;?lk Basvuru
MUST-343460;42;erkek;evli;Yar? Zamanli;Proje Yoneticisi;60.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Bursa;ev sahibi;Sigortasiz;2;Kullaniyor Degil;Yeniden Yapilandirma
MUST-499314;44;erkek;bekar;Yar? Zamanli;Makine Mühendisi;50.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;3-5 Y?l;Antalya;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-422650;40;erkek;bekar;Yar? Zamanli;E-ticaret Yoneticisi;50.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Gaziantep;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-367128;47;kadin;evli;Tam Zamanli;Klinik Psikolog;50.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;10 Y?l ve Üzeri;Eskisehir;ev sahibi;Sigortasiz;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-375066;44;kadin;evli;Yar? Zamanli;Finansal Danisman;70.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;5-10 Y?l;Manisa;kira;Sigortali;5;Kullaniyor Degil;?lk Basvuru
MUST-911951;41;erkek;evli;Tam Zamanli;Mudur (Yonetici);50.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;3-5 Y?l;Adana;kira;Sigortali;2;Kullaniyor;Ek Kredi Talebi
